Category,Agent_Rating,Weather,Distance_km,Agent_Age,Order_Time,Traffic,Vehicle,Pickup_Time,Order_Date,Drop_Longitude,Drop_Latitude,Store_Longitude,Store_Latitude,Delivery_Time
3,4.8,0,19.63445092983647,26,173,2,0,191,41,75.996059,22.825207,75.866059,22.695207,140
6,4.2,5,13.76527075661079,20,101,3,0,113,25,73.920327,18.626718,73.830327,18.536718,195
6,4.7,1,3.138069407388937,22,14,2,0,20,16,0.02,0.02,0.0,0.0,95
5,4.7,3,20.397442775188328,25,135,1,0,151,5,0.13,0.13,0.0,0.0,26
9,4.7,2,1.5690347154047224,25,26,2,1,31,12,0.01,0.01,0.0,0.0,50
5,4.6,0,3.109923372044784,22,44,0,0,50,40,76.983303,11.014136,76.963303,10.994136,32
14,4.0,2,16.577936304617232,37,132,1,0,147,37,85.435731,23.461058,85.325731,23.351058,210
12,4.4,5,20.139201725059262,39,107,3,0,121,9,80.338812,13.15978,80.208812,13.02978,155
0,4.7,3,17.259376716936664,25,106,3,1,118,37,0.11,0.11,0.0,0.0,105
8,4.1,2,6.028971433810881,33,72,0,0,81,30,85.364097,23.395164,85.324097,23.355164,155
1,4.9,5,20.245497831707613,27,110,3,1,124,3,76.426783,10.087144,76.296783,9.957144,110
1,4.7,2,1.4905595957531133,27,29,2,0,34,2,80.364002,26.482001,80.354002,26.472001,50
1,4.7,5,6.219472715578527,32,70,0,0,79,26,76.980432,11.06091,76.940432,11.02091,135
4,4.9,1,1.5690347154047224,32,33,2,1,38,12,0.01,0.01,0.0,0.0,85
14,4.8,2,10.738021146085408,22,173,2,1,0,17,78.474423,17.498294,78.404423,17.428294,60
0,4.5,0,4.654290210819337,35,145,1,1,163,20,76.673622,12.334569,76.643622,12.304569,135
15,4.6,3,17.259376716936664,29,170,2,2,188,5,0.11,0.11,0.0,0.0,90
3,4.8,4,10.549456138286754,38,144,1,2,161,19,85.405486,23.444989,85.335486,23.374989,95
13,4.7,5,10.884149321826849,31,169,2,1,188,9,77.046268,11.071852,76.976268,11.001852,120
10,4.6,3,1.5513637566677203,36,39,0,0,46,28,76.626792,12.347978,76.616792,12.337978,140
2,4.8,4,6.041610424267226,35,95,3,0,107,14,75.924212,22.768163,75.884212,22.728163,115
5,4.7,5,7.647735476670626,29,114,3,1,127,24,73.947902,18.589299,73.897902,18.539299,21
0,4.6,5,4.581557070783274,36,111,3,1,124,26,72.855451,19.1393,72.825451,19.1093,125
14,4.8,1,19.730066811633108,22,155,2,0,173,23,72.934342,21.305104,72.804342,21.175104,100
1,4.6,0,10.737368629843502,33,103,3,0,115,35,78.455883,17.521976,78.385883,17.451976,225
6,4.8,1,12.216836816928131,25,107,3,0,121,13,72.926749,19.183249,72.846749,19.103249,220
12,4.6,3,7.5383495995330705,21,135,1,2,151,2,77.429605,23.316261,77.379605,23.266261,80
14,4.8,4,2.9809448604624884,34,41,0,0,47,2,80.340939,26.502419,80.320939,26.482419,100
15,4.9,4,4.66463214926593,33,104,3,0,116,12,77.028349,11.052298,76.998349,11.022298,140
15,4.5,4,13.5910004722385,21,139,1,1,155,13,75.976362,22.851593,75.886362,22.761593,90
5,4.8,0,4.601882860108752,25,175,2,1,2,32,78.530366,17.488998,78.500366,17.458998,19
13,4.8,4,17.042883652085017,27,150,1,1,166,37,77.753685,13.088453,77.643685,12.978453,100
4,4.8,2,4.580084639727018,31,122,1,1,136,26,72.871347,19.25384,72.841347,19.22384,140
5,4.8,2,20.397442775188328,34,172,2,1,191,31,0.13,0.13,0.0,0.0,16
15,4.7,1,16.82470009074351,38,132,1,0,147,29,73.952527,18.626216,73.842527,18.516216,245
15,4.0,0,13.75048466722894,22,129,1,1,143,33,72.922585,19.017584,72.832585,18.927584,165
10,4.5,0,20.16565578336928,30,175,2,1,1,23,76.748203,12.464022,76.618203,12.334022,160
5,4.7,2,7.670149314173936,37,0,2,2,3,26,78.45035,17.481477,78.40035,17.431477,28
5,3.7,1,16.949429766127075,35,0,2,0,2,5,73.86575,15.686683,73.75575,15.576683,36
2,5.0,1,6.276138627413788,38,97,3,0,108,2,0.04,0.04,0.0,0.0,90
14,5.0,1,3.059262383158491,22,7,2,0,10,40,73.91852,18.55408,73.89852,18.53408,50
3,5.0,3,13.611105169020725,36,167,2,0,186,13,73.248921,22.400237,73.158921,22.310237,135
0,4.6,2,7.535984017442588,29,165,2,2,184,32,85.375447,23.409194,85.325447,23.359194,90
6,4.6,3,5.952037333361409,25,48,0,1,55,24,75.850753,26.94519,75.810753,26.90519,140
14,3.5,3,12.08162934703439,35,100,3,1,113,19,75.9734,22.82806,75.8934,22.74806,170
14,5.0,0,12.39518332634847,34,119,3,0,133,13,77.723685,13.058453,77.643685,12.978453,205
11,4.9,4,7.746149563277043,23,121,3,1,135,22,80.292268,13.099645,80.242268,13.049645,80
13,4.2,0,7.774433406393336,32,141,1,0,158,38,77.034311,11.058638,76.984311,11.008638,165
3,4.9,5,4.602097317523556,37,130,1,0,144,24,78.423391,17.470827,78.393391,17.440827,145
8,4.8,0,10.55450858978584,39,169,2,1,187,5,77.503571,23.303219,77.433571,23.233219,130
5,4.8,3,4.647989396386271,31,115,3,0,130,16,80.204568,13.056279,80.174568,13.026279,36
8,5.0,1,3.0679856996320822,25,41,0,0,48,38,78.395467,17.475894,78.375467,17.455894,125
1,4.1,2,4.648400072771237,22,0,2,0,2,14,77.670489,13.01041,77.640489,12.98041,110
9,5.0,1,1.5267486896810831,21,5,2,0,9,14,72.872381,19.231315,72.862381,19.221315,95
8,5.0,0,13.943064995438718,21,143,1,0,159,15,80.298812,13.11978,80.208812,13.02978,210
7,4.7,1,13.742847929407002,34,138,1,0,153,15,72.919976,19.21663,72.829976,19.12663,270
8,3.9,3,10.549456138286754,38,145,1,0,163,25,85.405486,23.444989,85.335486,23.374989,210
7,4.6,5,16.36550392738388,24,137,1,0,154,15,75.899034,27.021378,75.789034,26.911378,190
7,4.8,1,6.11061925159559,37,58,0,0,66,8,72.865553,19.034237,72.825553,18.994237,135
8,4.8,0,3.098970591291107,36,6,2,0,9,36,77.660709,12.999166,77.640709,12.979166,125
9,5.0,0,1.5292265566054064,28,13,2,0,19,40,73.761081,18.646215,73.751081,18.636215,95
15,4.8,2,1.5295061121281768,29,22,2,1,28,26,73.784723,18.579156,73.774723,18.569156,80
7,4.0,4,10.901164314437086,37,147,1,0,165,3,76.377589,10.073064,76.307589,10.003064,160
10,4.6,0,11.903260418531731,31,161,2,1,179,43,75.873007,26.98294,75.793007,26.90294,135
4,4.8,2,1.5296530898386322,24,13,2,1,19,12,73.909315,18.543811,73.899315,18.533811,85
5,4.9,1,3.109760789772788,31,6,2,1,11,10,76.964652,11.046117,76.944652,11.026117,15
13,4.6,1,20.21174964935524,37,152,1,0,168,39,77.129594,11.152169,76.999594,11.022169,235
11,4.5,1,10.737399645661611,32,132,1,0,148,17,78.449347,17.520851,78.379347,17.450851,245
10,4.2,2,12.394039281844009,31,122,1,0,136,9,80.355235,13.106286,80.275235,13.026286,205
12,4.2,3,1.5493596914279444,34,38,0,0,44,30,80.184568,13.036279,80.174568,13.026279,235
0,4.8,5,6.205452157234974,29,59,0,1,68,10,76.670028,12.363225,76.630028,12.323225,75
2,4.4,3,7.845173108613388,38,172,2,0,191,28,0.05,0.05,0.0,0.0,135
10,4.8,3,6.276138627413788,37,50,0,0,57,20,0.04,0.04,0.0,0.0,140
15,4.5,4,10.58671194847277,35,105,3,2,119,19,73.235012,22.381603,73.165012,22.311603,130
10,4.6,2,12.410784184036803,38,125,1,0,140,43,76.745808,12.3885,76.665808,12.3085,250
7,5.0,2,12.43853721145819,22,169,2,0,187,27,77.020432,11.10091,76.940432,11.02091,120
9,4.8,0,12.189949482978214,29,138,1,0,155,7,75.402405,19.955016,75.322405,19.875016,190
9,4.1,2,20.049770683193703,39,152,1,2,169,1,74.080889,15.287944,73.950889,15.157944,165
12,4.1,0,4.53445887387674,30,137,1,1,152,0,88.423294,22.544688,88.393294,22.514688,170
1,4.8,0,4.588834564304853,35,124,1,0,140,22,73.929315,18.563811,73.899315,18.533811,165
5,4.9,5,3.0250334859704213,31,17,2,1,23,40,73.178921,22.330237,73.158921,22.310237,25
6,4.7,1,20.48921125348799,23,109,3,1,121,5,75.949346,31.039584,75.809346,30.899584,140
11,4.9,5,3.0680253753420472,24,14,2,1,19,20,78.399347,17.470851,78.379347,17.450851,55
15,4.5,5,4.602294386101448,21,149,1,2,166,26,78.377554,17.454114,78.347554,17.424114,145
12,4.5,5,9.414207472710387,37,157,2,0,175,16,0.06,0.06,0.0,0.0,140
5,5.0,1,6.136280662714944,28,86,3,1,97,20,78.447495,17.466228,78.407495,17.426228,17
8,4.9,3,9.2973735755487,21,175,2,0,1,40,77.675428,12.993284,77.615428,12.933284,90
10,4.6,3,2.927850446760748,34,33,2,1,38,6,75.842103,30.915204,75.822103,30.895204,120
7,4.7,1,12.439739377179093,24,127,1,1,141,15,77.051082,11.04185,76.971082,10.96185,150
6,4.5,3,12.552275755914394,20,159,2,2,177,29,0.08,0.08,0.0,0.0,70
6,4.6,1,10.40529337100986,21,109,3,0,121,3,78.11725,27.227772,78.04725,27.157772,125
14,4.0,3,7.646607005631175,29,126,1,0,142,12,73.835901,18.643481,73.785901,18.593481,190
11,4.3,5,2.980937814896946,22,13,2,0,18,6,80.337833,26.503042,80.317833,26.483042,100
5,4.1,1,12.438787521229942,30,0,2,1,1,25,77.064311,11.088638,76.984311,11.008638,32
2,4.0,3,2.9767694453812323,34,25,2,0,32,38,75.820512,26.869596,75.800512,26.849596,170
12,4.3,0,12.395241983211326,35,124,1,1,140,29,80.301898,13.055996,80.221898,12.975996,205
3,4.6,1,9.175803174868914,24,164,2,0,182,20,73.845901,18.653481,73.785901,18.593481,115
12,4.6,0,3.059026416445832,30,11,2,0,16,38,73.936619,18.58245,73.916619,18.56245,100
15,5.0,1,6.205738534229064,34,93,3,2,104,40,76.705169,12.337954,76.665169,12.297954,85
7,4.6,4,6.136198133072297,30,51,0,0,60,20,78.44035,17.471477,78.40035,17.431477,80
5,4.9,1,7.845173108613388,30,126,1,1,142,20,0.05,0.05,0.0,0.0,29
6,4.6,4,6.071715179305134,27,65,0,0,73,10,72.830489,21.210798,72.790489,21.170798,55
11,5.0,1,4.581196682217199,32,132,1,1,146,20,72.843074,19.16114,72.813074,19.131141,195
6,4.6,4,19.63014509891665,22,100,3,1,114,21,76.016362,22.891593,75.886362,22.761593,85
13,4.7,4,6.071634513503006,33,81,3,0,93,10,72.844342,21.215104,72.804342,21.175104,125
14,3.6,0,17.102696349876823,39,156,2,0,174,25,77.082076,11.126298,76.972076,11.016298,175
13,4.4,2,9.074224662550684,22,0,2,0,2,22,73.23,22.38,73.17,22.32,135
0,4.6,2,19.65858405722505,20,126,1,0,141,17,73.3,22.45,73.17,22.32,150
5,4.9,2,4.459757939561018,22,135,1,0,152,4,78.07725,27.187772,78.04725,27.157772,30
1,4.6,4,7.756832982430433,37,155,2,0,173,20,76.653067,12.366967,76.603067,12.316967,100
15,4.4,1,12.142670416282549,30,0,2,0,1,43,72.869292,21.25106,72.789292,21.17106,195
1,4.6,2,1.549420818380912,25,33,2,1,40,22,80.260744,13.015801,80.250744,13.005801,80
13,4.7,3,9.414207472710387,20,126,1,0,142,26,0.06,0.06,0.0,0.0,105
15,4.0,3,6.108760689155292,33,85,3,0,95,28,72.886749,19.143249,72.846749,19.103249,160
0,4.8,2,19.8806889061088,29,143,1,0,160,37,74.045367,18.693935,73.915367,18.563934,140
5,4.5,5,3.0537978384131423,26,19,2,1,23,28,72.856191,19.2013,72.836191,19.1813,18
2,4.8,1,3.020928890673669,39,15,2,1,19,42,75.918497,22.745748,75.898497,22.725748,80
5,4.6,3,6.136051067123193,22,64,0,0,73,16,78.433391,17.480827,78.393391,17.440827,26
15,4.7,4,3.102818257793172,26,23,2,2,29,26,76.623067,12.336967,76.603067,12.316967,90
8,4.5,2,16.612508107851173,20,157,2,0,175,9,75.994212,22.838163,75.884212,22.728163,115
3,4.7,0,7.432582847533803,36,116,3,2,130,0,78.09299,27.209795,78.04299,27.159795,95
5,4.6,5,10.57170551777194,27,174,2,0,192,33,75.962471,22.815049,75.892471,22.745049,21
2,4.8,4,19.63081769794792,38,151,1,0,167,33,76.01949,22.881234,75.88949,22.751234,80
11,5.0,1,13.993481240858117,33,111,3,0,126,19,77.04295,11.100375,76.95295,11.010375,180
12,2.6,4,17.043154115371255,20,158,2,1,176,33,77.755396,13.080221,77.645396,12.970221,160
15,4.8,4,7.756744675482044,26,173,2,1,192,42,76.680583,12.373194,76.630583,12.323194,80
10,4.9,1,5.951832191839428,21,80,3,0,90,16,75.845704,26.954142,75.805704,26.914142,90
1,4.7,4,1.5513238067891462,39,36,0,0,44,36,76.61665,12.362058,76.60665,12.352058,115
13,4.8,0,9.106851796519384,30,124,1,1,140,16,72.854115,21.246438,72.794115,21.186438,130
4,4.4,5,13.17343429381391,20,113,3,0,128,5,75.91172,30.983234,75.82172,30.893234,180
10,4.9,5,3.0538233786856974,28,21,2,1,27,38,72.854715,19.198321,72.834715,19.178321,60
8,4.8,2,9.307756519895385,23,120,3,1,134,28,76.676792,12.397978,76.616792,12.337978,110
13,5.0,5,10.983241696284244,22,115,3,0,130,31,0.07,0.07,0.0,0.0,155
4,4.9,5,13.592605845095418,25,137,1,1,152,43,75.977648,22.815835,75.887648,22.725835,140
2,4.9,2,8.928237201172186,28,128,1,1,142,40,75.866896,26.952313,75.806896,26.892312,135
8,4.9,4,1.554905431859371,28,22,2,0,26,18,77.005017,11.031278,76.995017,11.021278,60
0,4.6,0,7.746015099592234,21,143,1,0,160,30,80.314151,13.108616,80.264151,13.058616,130
7,4.6,4,6.109570305811442,31,84,3,0,96,10,72.873984,19.095831,72.833984,19.055831,105
11,4.8,0,1.5180601561565734,35,2,2,2,6,34,72.778778,21.167735,72.768778,21.157735,80
8,4.0,4,16.694580779303028,35,134,1,0,151,27,72.903616,21.296884,72.793616,21.186884,170
12,4.7,1,3.1028662034398127,38,19,2,0,24,24,76.685808,12.3285,76.665808,12.3085,90
7,4.6,0,3.0681925692392165,29,19,2,0,25,30,78.412621,17.449585,78.392621,17.429585,80
13,4.3,3,3.059240455493852,33,41,0,0,47,24,73.850327,18.556718,73.830327,18.536718,230
15,4.8,3,3.102699426791535,38,38,0,1,45,8,76.637889,12.357928,76.617889,12.337928,140
0,4.8,4,6.196592923971632,34,56,0,1,64,42,80.288519,13.121878,80.248519,13.081878,115
5,4.8,2,20.397442775188328,39,152,1,2,169,1,0.13,0.13,0.0,0.0,28
8,4.4,2,3.020706639820848,38,42,0,0,48,10,75.9134,22.76806,75.8934,22.74806,190
5,4.5,4,4.647649006310348,24,112,3,1,125,26,80.266442,13.094181,80.236442,13.064181,12
1,5.0,3,1.463891148554174,25,43,0,0,49,0,75.842841,30.915562,75.832841,30.905562,65
2,4.8,3,12.395318433703864,35,120,3,0,133,21,80.329982,13.052793,80.249982,12.972793,140
12,4.4,2,1.5495268061685707,37,40,0,0,48,10,77.655396,12.980221,77.645396,12.970221,210
7,4.0,3,3.036073580509908,27,3,2,0,7,14,72.788726,21.177729,72.768726,21.157729,80
4,4.6,0,3.054566519403073,38,34,0,0,40,18,72.847808,19.111458,72.827808,19.091458,130
0,3.9,5,17.259376716936664,35,103,3,0,116,37,0.11,0.11,0.0,0.0,170
11,4.2,3,1.5492757589011077,35,15,2,0,19,18,80.267221,13.064347,80.257221,13.054347,115
13,4.8,1,3.1097793175531723,20,26,2,2,33,28,77.015667,11.042477,76.995667,11.022477,65
7,4.7,5,5.961907782004457,35,92,3,0,103,4,80.353564,26.511617,80.313564,26.471617,160
15,5.0,5,10.983241696284244,37,164,2,0,183,11,0.07,0.07,0.0,0.0,105
7,4.5,3,3.138069407388937,25,18,2,2,24,36,0.02,0.02,0.0,0.0,95
8,4.7,1,6.095304391910164,20,63,0,0,72,6,75.404792,19.916428,75.364792,19.876428,130
9,5.0,0,13.59146576711273,36,136,1,0,152,33,75.97949,22.841234,75.88949,22.751234,245
10,4.1,1,4.707104052532131,35,129,1,0,145,20,0.03,0.03,0.0,0.0,180
8,4.8,2,1.5280012878810687,33,2,2,1,7,32,72.842585,18.937584,72.832585,18.927584,135
3,4.9,1,3.025017737246228,24,41,0,2,48,24,73.185081,22.331844,73.165081,22.311844,105
10,4.3,5,3.138069407388937,22,42,0,0,50,6,0.02,0.02,0.0,0.0,190
0,4.8,4,9.175803174868914,20,110,3,0,122,42,73.845901,18.653481,73.785901,18.593481,70
5,4.9,4,19.80768892032944,33,127,1,2,143,1,75.448894,19.996969,75.318894,19.866969,30
13,4.8,3,12.220241481209044,29,135,1,0,152,19,72.90765,19.083517,72.82765,19.003517,135
0,4.8,2,16.696505540691582,20,135,1,1,150,27,72.882697,21.259569,72.772697,21.149569,145
13,4.6,2,13.946200129119886,35,111,3,0,125,9,77.773237,13.003041,77.683237,12.913041,185
14,4.6,2,7.551467694331916,26,139,1,1,154,22,75.942471,22.795049,75.892471,22.745049,75
1,4.9,4,7.748168037038757,37,136,1,1,153,40,77.7284,12.964264,77.6784,12.914264,100
3,4.5,0,12.082261071804547,23,140,1,0,157,31,75.954765,22.812225,75.874765,22.732225,220
14,4.7,5,17.041193611787897,29,144,1,0,160,33,80.318812,13.13978,80.208812,13.02978,100
8,4.6,0,3.0205869101906617,22,14,2,0,19,24,75.912574,22.780072,75.892574,22.760072,100
5,4.8,0,9.414207472710387,25,155,2,1,173,30,0.06,0.06,0.0,0.0,15
11,5.0,2,6.229538821803264,36,90,3,0,103,0,76.316999,10.025497,76.276999,9.985497,155
13,4.2,2,1.5070945252547612,28,5,2,0,10,34,85.400464,23.40925,85.390464,23.39925,80
1,4.5,1,1.5495001864109084,39,12,2,0,16,24,77.650709,12.989166,77.640709,12.979166,75
10,4.9,2,13.601517126644053,28,111,3,0,126,5,88.454453,22.616461,88.364453,22.526461,130
7,5.0,1,9.308007883296778,20,160,2,1,178,8,76.690028,12.383225,76.630028,12.323225,50
4,4.9,4,6.197928559983297,34,56,0,0,65,22,77.685396,13.010221,77.645396,12.970221,80
0,4.3,2,1.5103108007659516,30,6,2,0,9,38,75.896362,22.771593,75.886362,22.761593,170
2,4.8,1,13.595920700372709,36,113,3,2,127,23,75.971991,22.741847,75.881991,22.651847,175
0,4.8,3,3.098689497995528,38,26,2,0,31,34,80.194568,13.046279,80.174568,13.026279,100
15,5.0,1,16.57679995371387,35,139,1,1,155,23,85.437872,23.481292,85.327872,23.371292,205
1,4.5,5,4.602219720227634,38,155,2,2,174,16,78.448213,17.460448,78.418213,17.430448,140
15,4.7,4,13.76536960043246,33,124,1,0,140,27,73.98852,18.62408,73.89852,18.53408,105
5,4.2,3,1.554937560458576,27,1,2,0,5,34,76.994311,11.018638,76.984311,11.008638,25
14,4.9,2,16.622402746490675,26,122,1,1,136,7,88.46068,22.657186,88.35068,22.547186,135
8,4.5,4,4.5317745916199,36,113,3,0,128,34,75.896059,22.725207,75.866059,22.695207,115
15,5.0,5,6.118362902630352,24,73,0,1,82,34,73.939315,18.573811,73.899315,18.533811,65
14,4.7,2,6.163952146161588,23,56,0,0,64,2,73.806883,15.614828,73.766883,15.574828,120
9,4.8,5,6.108360812908673,20,80,3,1,91,8,72.869976,19.16663,72.829976,19.12663,120
0,4.8,4,7.638167710243232,34,145,1,0,161,34,72.875553,19.044237,72.825553,18.994237,145
5,4.7,4,13.96200434395474,24,137,1,2,152,25,76.755808,12.3985,76.665808,12.3085,23
0,4.8,3,5.946100784021814,25,68,0,0,77,6,78.097044,27.203303,78.057044,27.163303,140
6,4.7,0,9.295289481130249,32,152,1,1,170,42,80.302268,13.109645,80.242268,13.049645,130
0,4.3,3,1.549420818380912,29,32,2,0,38,40,80.260744,13.015801,80.250744,13.005801,130
14,4.6,0,6.197822797658338,32,85,3,0,95,40,77.680625,13.019096,77.640625,12.979096,80
1,4.5,1,7.536191437028687,27,102,3,1,115,38,85.375731,23.401058,85.325731,23.351058,75
4,4.9,5,8.929739832567662,29,121,3,1,134,24,75.8623,26.906156,75.8023,26.846156,145
12,4.5,5,16.871969938410068,37,171,2,0,189,43,78.485467,17.565894,78.375467,17.455894,115
3,4.0,2,6.276138627413788,39,49,0,1,57,20,0.04,0.04,0.0,0.0,170
0,4.8,4,20.82399540351757,29,124,1,1,140,13,75.916649,27.096431,75.776649,26.956431,55
1,4.8,4,7.745931643123963,21,167,2,0,186,8,80.286442,13.114181,80.236442,13.064181,100
14,4.2,5,3.1098846908757523,37,26,2,0,31,28,77.006241,11.021753,76.986241,11.001753,125
0,4.1,4,16.82258132783111,38,139,1,0,154,19,74.026619,18.67245,73.916619,18.56245,160
7,4.5,0,20.211618399305323,38,170,2,2,189,37,77.074652,11.156117,76.944652,11.026117,175
3,4.6,3,1.5690347154047224,36,17,2,1,22,20,0.01,0.01,0.0,0.0,100
8,4.8,1,3451.787762018893,29,164,2,0,182,7,73.812294,15.6396,73.742294,-15.5696,110
5,4.7,4,6.2194302015666025,39,77,0,0,87,20,77.055393,11.065083,77.015393,11.025083,21
6,4.6,0,5868.132482746168,21,126,1,0,142,3,80.369775,26.551547,80.299775,-26.481547,155
3,5.0,3,10.689046567961848,30,172,2,0,191,11,72.883074,19.201141,72.813074,19.131141,125
3,4.8,0,7.647849610814099,24,105,3,2,118,36,73.949315,18.583811,73.899315,18.533811,75
12,4.1,2,7.745516812777168,26,164,2,0,183,38,80.269104,13.141809,80.219104,13.091809,90
1,4.7,3,10.900877761901077,39,104,3,1,116,7,76.380631,10.090683,76.310631,10.020683,105
4,4.7,1,10.687541344886148,27,158,2,0,177,33,72.906191,19.2513,72.836191,19.1813,145
14,4.9,5,7.647908828689127,27,139,1,0,156,24,73.878972,18.580963,73.828972,18.530963,95
3,4.6,3,9.414207472710387,30,127,1,0,142,32,0.06,0.06,0.0,0.0,180
3,4.4,3,10.844889441833946,36,101,3,0,114,33,80.244568,13.096279,80.174568,13.026279,195
8,5.0,5,9.06111650920968,21,146,1,0,162,34,75.946362,22.821593,75.886362,22.761593,155
5,4.9,1,4.531317330937983,25,148,1,1,164,28,75.917648,22.755835,75.887648,22.725835,33
5,4.2,2,9.296672611790155,27,174,2,0,0,36,77.668179,13.032532,77.608179,12.972532,29
6,4.6,5,4.649061303070843,35,136,1,1,152,30,77.626791,12.936229,77.596791,12.906229,155
6,4.9,0,1.4881753982187615,39,41,0,1,49,32,75.812083,26.901191,75.802083,26.891191,160
10,4.8,0,7.845173108613388,33,153,1,0,169,34,0.05,0.05,0.0,0.0,185
8,5.0,2,7.6332594124464945,35,130,1,0,146,20,72.891347,19.27384,72.841347,19.22384,155
4,4.7,3,6.117941643988989,38,80,3,0,91,34,73.955367,18.603935,73.915367,18.563934,125
3,4.6,3,17.039142713154785,30,114,3,1,127,17,80.329104,13.201809,80.219104,13.091809,125
1,4.6,0,6.109399597100849,38,81,3,0,93,20,72.872658,19.105838,72.832658,19.065838,75
10,5.0,4,1.529664921805109,20,26,2,2,31,14,73.838972,18.540963,73.828972,18.530963,115
6,4.9,5,1.5690347154047224,31,37,0,0,45,16,0.01,0.01,0.0,0.0,160
15,4.8,0,1.5239012774961038,20,41,0,1,49,6,75.370232,19.884449,75.360232,19.874449,165
4,4.8,2,9.159782233301415,20,173,2,0,0,34,72.901347,19.28384,72.841347,19.22384,90
2,4.9,5,17.102456375509604,35,164,2,0,182,41,77.117003,11.134839,77.007003,11.024839,130
11,4.5,4,11.71034683056512,28,127,1,0,143,7,75.868259,30.965915,75.788259,30.885915,110
4,4.8,0,6.19722444200092,26,87,3,0,99,14,77.610997,13.069198,77.570997,13.029198,100
6,4.9,0,1.5125357525701308,31,16,2,0,21,34,73.174798,22.321358,73.164798,22.311358,95
5,4.9,4,13.591348775490044,27,126,1,0,140,23,75.987429,22.843839,75.897429,22.753839,14
2,4.7,0,9.328976438541764,22,168,2,0,186,40,77.004652,11.086117,76.944652,11.026117,70
3,4.9,3,20.80743830565235,34,156,2,0,175,7,78.151544,27.301661,78.011544,27.161661,145
15,4.7,3,13.659636883890228,26,173,2,0,192,35,72.884136,21.276608,72.794136,21.186608,115
10,4.6,2,1.5514112649061784,30,35,0,0,41,24,76.631094,12.331214,76.621094,12.321214,210
8,4.7,5,6.071418934387288,21,86,3,1,96,20,72.834136,21.226608,72.794136,21.186608,115
3,4.8,4,6.16502940115656,28,67,0,1,76,6,73.866911,15.538603,73.826911,15.498603,65
6,4.6,2,7.590023778318477,26,100,3,0,112,16,72.822697,21.199569,72.772697,21.149569,120
5,4.7,4,20.13785787559357,30,172,2,1,190,27,80.366442,13.194181,80.236442,13.064181,23
4,4.4,1,19.8516232898003,26,142,1,1,157,25,72.957808,19.221458,72.827808,19.091458,180
11,4.7,0,10.415578164604844,23,154,1,0,171,21,75.864257,26.972328,75.794257,26.902328,190
7,4.8,5,10.66636104245445,39,169,2,0,187,5,75.392405,19.945016,75.322405,19.875016,140
10,4.1,1,13.563296444846625,21,113,3,1,128,35,85.417872,23.461292,85.327872,23.371292,160
10,4.5,4,12.143170122126165,31,145,1,1,163,35,72.848726,21.237729,72.768726,21.157729,135
4,4.8,0,17.041193611787897,26,130,1,0,145,29,80.318812,13.13978,80.208812,13.02978,230
7,4.8,2,10.70582002870246,28,158,2,0,176,21,73.985367,18.633934,73.915367,18.563934,110
0,3.6,5,12.396741317977128,36,150,1,1,166,17,77.763237,12.993041,77.683237,12.913041,220
4,4.6,2,7.747259356563763,21,139,1,0,156,26,77.746664,13.025377,77.696664,12.975377,95
12,4.9,2,12.142145823760126,28,0,2,0,1,31,72.88859,21.265047,72.80859,21.185047,90
10,4.9,5,16.805680518032144,36,105,3,1,119,41,72.942585,19.037584,72.832585,18.927584,115
14,4.6,0,3.099023850433492,33,34,0,0,42,34,77.665396,12.990221,77.645396,12.970221,140
14,4.5,1,1.5497167302538937,26,3,2,0,8,8,77.606791,12.916229,77.596791,12.906229,85
11,4.6,4,6.135765048576284,23,80,3,1,91,30,78.540366,17.498998,78.500366,17.458998,60
1,4.9,5,12.057126334017664,34,116,3,0,129,31,85.404097,23.435164,85.324097,23.355164,155
1,4.7,2,6.028986564142541,39,73,0,0,82,14,85.3729,23.394422,85.3329,23.354422,200
0,5.0,3,10.41519307889728,37,134,1,0,151,35,75.867282,26.981927,75.797282,26.911927,220
3,4.5,3,3.0548704390401245,39,11,2,1,15,40,72.853984,19.075831,72.833984,19.055831,130
5,4.7,5,16.611241863997247,37,157,2,1,175,33,75.99949,22.861234,75.88949,22.751234,21
11,4.8,0,7.590023778318477,23,163,2,0,182,42,72.822697,21.199569,72.772697,21.149569,95
1,4.6,1,9.142714750441524,28,150,1,1,167,4,75.427127,19.935522,75.367127,19.875522,140
0,4.9,0,16.823086316712892,36,135,1,2,152,43,73.914855,18.66144,73.804855,18.55144,185
7,4.7,3,7.589156442701956,25,162,2,1,179,12,72.844136,21.236608,72.794136,21.186608,80
15,5.0,2,13.764054287350252,27,133,1,0,148,27,73.864723,18.659156,73.774723,18.569156,195
13,4.7,3,13.564225848679634,22,169,2,1,188,19,85.415731,23.441058,85.325731,23.351058,80
9,4.0,2,7.747793362638613,33,107,3,0,119,12,77.675999,12.989496,77.625999,12.939496,170
11,4.9,2,9.063101192712567,36,100,3,1,112,10,75.926059,22.755207,75.866059,22.695207,160
9,4.6,5,1.549349231718562,31,12,2,1,16,40,80.218812,13.03978,80.208812,13.02978,100
8,5.0,0,4.463998184430929,32,130,1,1,146,12,75.827282,26.941927,75.797282,26.911927,165
9,4.6,5,3.068176200916628,22,37,0,1,44,42,78.428321,17.451668,78.408321,17.431668,120
7,4.8,2,17.063560974578667,30,138,1,0,155,15,76.728203,12.444022,76.618203,12.334022,200
